concept,prompt
sentence2phrase.train-travel-70-1,Bien que personne ne soit vraiment sûr du site précis de l'atterrissage (Colomb est réputé pour avoir été peu précis dans la documentation de ses sites d'atterrissage)  le petit parc avec sa colonne et ses peintures naïves représentant la colonisation espagnole remplit bien son rôle.
sentence2phrase.train-travel-70-2,un parc pittoresque avec des peintures de l'arrivée et de la colonisation espagnoles
sentence2phrase.train-travel-71-1,Deux arrêts populaires sont les chutes de La Coca  sur la droite après le point de 8 km  et la tour d'observation de Yokahú  au point de 9 km.
sentence2phrase.train-travel-71-2,Chutes de La Coca et tour d'observation de Yokahú
sentence2phrase.train-travel-72-1,Mais la Grande-Bretagne soutenait ces intérêts particuliers par une diplomatie rigoureuse et une marine puissante  tandis que Louis XIV était trop absorbé par ses jeux de puissance européens pour accorder beaucoup d'attention au Canada français.
sentence2phrase.train-travel-72-2,Les intérêts directs de la Grande-Bretagne dans le Canada français
sentence2phrase.train-travel-73-1,Au IVe siècle  est construite la première église chrétienne  St-Etienne  rejointe deux siècles plus tard par une seconde église  dédiée à Notre-Dame.
sentence2phrase.train-travel-73-2,l'église Notre-Dame
sentence2phrase.train-travel-74-1,Lorsqu'Adolf Hitler arriva à Paris en conquérant en 1940  l'Arc de Triomphe fut le premier endroit qu'il voulut voir.
sentence2phrase.train-travel-74-2,dégoût pour la tour Eiffel
sentence2phrase.train-travel-75-1,Les moines cisterciens ont protesté qu'une structure aussi somptueuse était une insulte à la vertu divine de la pauvreté  et aujourd'hui  les puristes de l'architecture trouvent encore Notre-Dame un peu « trop ».
sentence2phrase.train-travel-75-2,ordres religieux
sentence2phrase.train-idiomatic-76-1,J'ai nettoyé le sol de la cuisine pour qu'il soit impeccable.
sentence2phrase.train-idiomatic-76-2,amis haut placés
sentence2phrase.train-idiomatic-77-1,John Major a été décrit par ses adversaires comme un conservateur pur et dur.
sentence2phrase.train-idiomatic-77-2,attaques des politiciens libéraux
sentence2phrase.train-idiomatic-78-1,Mère et père ont appris à conduire une voiture avec un 3 sur l'arbre.
sentence2phrase.train-idiomatic-78-2,automobile à transmission manuelle
sentence2phrase.train-idiomatic-79-1,Quel genre d’idée farfelue et farfelue est-ce ?
sentence2phrase.train-idiomatic-79-2,propositions d'action
sentence2phrase.train-idiomatic-80-1,Il a donné une explication ironique de la raison pour laquelle le ciel était bleu  proposant une théorie sur une remise primordiale sur la peinture bleu clair.
sentence2phrase.train-idiomatic-80-2,expliquer la science de manière ludique
sentence2phrase.train-idiomatic-81-1,Mes efforts ces derniers temps ont été sporadiques  pas soigneusement planifiés.
sentence2phrase.train-idiomatic-81-2,travailler pour le mieux
sentence2phrase.train-idiomatic-82-1,La fenêtre cassée et les pots de fleurs renversés indiquaient que quelque chose n'allait pas.
sentence2phrase.train-idiomatic-82-2,des indices d'effraction
sentence2phrase.train-idiomatic-83-1,Nous travaillons à contre-courant ici  si vous essayez de réduire le nombre et que j'essaie de l'augmenter.
sentence2phrase.train-idiomatic-83-2,augmentations et diminutions contradictoires
sentence2phrase.train-idiomatic-84-1,Ne voulant pas révéler où elle avait obtenu le cadeau  sa mère a dû étendre un peu la vérité.
sentence2phrase.train-idiomatic-84-2,un cadeau caché dans le placard
sentence2phrase.train-idiomatic-85-1,C'est un cueilleur de nez.
sentence2phrase.train-idiomatic-85-2,un jeune homme grossier
sentence2phrase.train-idiomatic-86-1,L’approche de l’autruche en matière d’environnementalisme améliore rarement les choses.
sentence2phrase.train-idiomatic-86-2,ignorer le problème
sentence2phrase.train-idiomatic-87-1,Lorsque l’alarme incendie s’est déclenchée  c’était la mêlée.
sentence2phrase.train-idiomatic-87-2,chaos total dû à l'alarme incendie
sentence2phrase.train-idiomatic-88-1,Les 24 heures de couverture télévisée des élections américaines ont frôlé l'exagération.
sentence2phrase.train-idiomatic-88-2,couverture incessante des élections
sentence2phrase.train-idiomatic-89-1,La police a été informée d'un récent braquage de banque.
sentence2phrase.train-idiomatic-89-2,des indices sur qui était responsable d'un vol
sentence2phrase.train-idiomatic-90-1,Après des heures de travail ahurissant à trier des centaines de formes presque identiques  il devait s'arrêter et faire autre chose.
sentence2phrase.train-idiomatic-90-2,paperasse de bureau
sentence2phrase.train-idiomatic-91-1,C'est comme une taupe : dès que vous en réparez une  une autre apparaît.
sentence2phrase.train-idiomatic-91-2,un flux constant de nouveaux problèmes
sentence2phrase.train-idiomatic-92-1,Elle est très populaire et douée pour les chiffres  donc je m'attends à ce qu'elle soit une candidate idéale pour le poste de trésorière.
sentence2phrase.train-idiomatic-92-2,apprécié et financièrement avisé
sentence2phrase.train-idiomatic-93-1,C'est vraiment un mélange entre la jupe rouge à rayures bleues et la jupe bleue à rayures rouges.
sentence2phrase.train-idiomatic-93-2,une décision difficile quant à la jupe à choisir
sentence2phrase.train-idiomatic-94-1,Quand je vois cette maison bizarre  j'ai des ennuis.
sentence2phrase.train-idiomatic-94-2,j'ai des frissons dans le dos en voyant cette maison effrayante
sentence2phrase.train-idiomatic-95-1,une approche frontale d’un problème.
sentence2phrase.train-idiomatic-95-2,contourner le problème
sentence2phrase.train-idiomatic-96-1,L'équipe adverse a été si durement battue qu'elle est sortie directement du match la queue entre les jambes et a complètement évité les vestiaires.
sentence2phrase.train-idiomatic-96-2,éviter une humiliation supplémentaire en rentrant immédiatement chez soi
sentence2phrase.train-idiomatic-97-1,L'histoire décrivait la montre-bracelet du personnage principal avec des détails ahurissants.
sentence2phrase.train-idiomatic-97-2,trotteuse sur la montre
sentence2phrase.train-idiomatic-98-1,Nous sommes entièrement d’accord et il n’y a pas de lumière du jour entre nous sur la question.
sentence2phrase.train-idiomatic-98-2,accord complet
sentence2phrase.train-idiomatic-99-1,Il a une entorse à la cheville et son état est au jour le jour.
sentence2phrase.train-idiomatic-99-2,augmentation des blessures liées au sport
sentence2phrase.train-idiomatic-100-1,Madrid a dû garder un œil sur ses canons lâches après le match pour éviter de nouvelles pénalités suite à des combats de joueurs.
sentence2phrase.train-idiomatic-100-2,des joueurs enclins à la violence
sentence2phrase.train-idiomatic-101-1,Maintenant  place à notre homme à Tokyo pour un rapport sur le terrain.
sentence2phrase.train-idiomatic-101-2,Mises à jour de l'actualité japonaise
sentence2phrase.train-idiomatic-102-1,Il a raconté étape par étape tout le voyage.
sentence2phrase.train-idiomatic-102-2,souvenir des événements
sentence2phrase.train-idiomatic-103-1,Faites quelques calculs au fond de l’enveloppe avant que tous les faits n’arrivent.
sentence2phrase.train-idiomatic-103-2,en attendant les derniers détails
sentence2phrase.train-idiomatic-104-1,Leur approche de la soupe aux noix nous a laissé peu de questions.
sentence2phrase.train-idiomatic-104-2,questions sur les dessins
sentence2phrase.train-idiomatic-105-1,L'un des quartiers les plus huppés de Paris.
sentence2phrase.train-idiomatic-105-2,sortir des sentiers battus
sentence2phrase.train-idiomatic-106-1,Ma femme prépare la meilleure petite tarte aux pommes du Texas.
sentence2phrase.train-idiomatic-106-2,marteau à la maison
sentence2phrase.train-idiomatic-107-1,Il l'a emmenée au parc où ils se sont rencontrés pour la première fois avant de lui poser la question.
sentence2phrase.train-idiomatic-107-2,bague de fiançailles
sentence2phrase.train-idiomatic-108-1,Les jolis yeux ont toujours été excitants.
sentence2phrase.train-idiomatic-108-2,yeux attrayants
sentence2phrase.train-idiomatic-109-1,Même s’ils sont toujours disponibles  je pense que nous aurions du mal à en trouver un à court terme.
sentence2phrase.train-idiomatic-109-2,briques et mortier
sentence2phrase.train-idiomatic-110-1,Il ne s’est jamais habitué aux aléas du débat politique.
sentence2phrase.train-idiomatic-110-2,discussion politique objective
sentence2phrase.train-idiomatic-111-1,Il a raconté une blague déplacée.
sentence2phrase.train-idiomatic-111-2,un mal dans le dos toute la nuit
sentence2phrase.train-idiomatic-112-1,Il est plutôt un loup solitaire  programmant toujours seul et parlant rarement aux autres de ce qu'il fait.
sentence2phrase.train-idiomatic-112-2,développement de logiciels par un seul individu
sentence2phrase.train-idiomatic-113-1,Elle m'a dit de demander à un tel  mais il ne le savait pas non plus.
sentence2phrase.train-idiomatic-113-2,demander à une personne spécifique
sentence2phrase.train-idiomatic-114-1,Tom Pitella est un fonceur et ne compte pas sur les autres pour lui prouver des choses dans le domaine des mathématiques.
sentence2phrase.train-idiomatic-114-2,résoudre lui-même des problèmes de mathématiques
sentence2phrase.train-idiomatic-115-1,Le contrat gouvernemental nous oblige à respecter des règles strictes.
sentence2phrase.train-idiomatic-115-2,sanctions en cas de violation du contrôle des exportations
sentence2phrase.train-idiomatic-116-1,Le placard peut être un endroit effrayant pour un adolescent gay.
sentence2phrase.train-idiomatic-116-2,cacher sa sexualité
sentence2phrase.train-idiomatic-117-1,Ils visent une clientèle plus aisée.
sentence2phrase.train-idiomatic-117-2,baleine d'un temps
sentence2phrase.train-idiomatic-118-1,Ce n'est pas votre réfrigérateur ordinaire ; vous trouverez les fonctionnalités supplémentaires qui valent bien le prix.
sentence2phrase.train-idiomatic-118-2,haut et sec
sentence2phrase.train-idiomatic-119-1,Je préparais un gâteau mais quand j'ai ajouté trop de sucre  c'est devenu le bouleversement de ma carrière de cuisinier.
